City_ID,City,Country,Date,Lat,Lng,Overall Weather,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
222,Sohag,EG,2022-03-26 00:23:58,26.557,31.6948,Clear,clear sky,53.65,44,0,9.26,0,0
223,Chuy,UY,2022-03-26 00:23:58,-33.6971,-53.4616,Clouds,broken clouds,58.35,91,73,9.24,0,0
224,Faanui,PF,2022-03-26 00:23:58,-16.4833,-151.75,Clouds,overcast clouds,82.53,71,85,13.38,0,0
225,Haines Junction,CA,2022-03-26 00:23:59,60.7522,-137.5108,Clouds,overcast clouds,40.95,48,99,9.22,0,0
226,Namibe,AO,2022-03-26 00:23:59,-15.1961,12.1522,Clouds,broken clouds,72.16,80,77,8.9,0,0
227,Tacuarembo,UY,2022-03-26 00:24:00,-31.7333,-55.9833,Clouds,broken clouds,61.63,79,84,15.37,0,0
228,Pulau Sebang,MY,2022-03-26 00:24:01,2.455,102.2329,Clouds,broken clouds,78.42,91,66,2.84,0,0
229,Bertoua,CM,2022-03-26 00:24:01,4.5833,13.6833,Clouds,broken clouds,70.23,63,59,3.4,0,0
230,Hami,CN,2022-03-26 00:24:02,42.8,93.45,Clouds,scattered clouds,36.41,37,41,9.44,0,0
231,Bhabua,IN,2022-03-26 00:24:02,25.05,83.6167,Clear,clear sky,73.62,17,4,3.94,0,0
232,Pringsewu,ID,2022-03-26 00:24:03,-5.3582,104.9744,Clouds,scattered clouds,75.49,95,31,2.06,0,0
233,Nantucket,US,2022-03-26 00:24:03,41.2835,-70.0995,Clear,clear sky,44.71,92,0,9.22,0,0
234,Korla,CN,2022-03-26 00:24:03,41.7597,86.1469,Clouds,scattered clouds,40.42,65,48,4.94,0,0
235,Cedar City,US,2022-03-26 00:24:04,37.6775,-113.0619,Clear,clear sky,72.57,14,0,12.66,0,0
236,Gamba,GA,2022-03-26 00:24:04,-2.65,10.0,Rain,moderate rain,78.13,90,100,7.31,0,0
237,Thompson,CA,2022-03-26 00:24:05,55.7435,-97.8558,Clouds,broken clouds,3.36,60,75,19.57,0,0
238,Hokitika,NZ,2022-03-26 00:24:05,-42.7167,170.9667,Clouds,few clouds,67.41,46,21,5.08,0,0
239,Vung Tau,VN,2022-03-26 00:21:01,10.346,107.0843,Clear,clear sky,82.06,75,2,6.29,0,0
240,Dicabisagan,PH,2022-03-26 00:24:05,17.0818,122.4157,Clouds,few clouds,82.49,74,12,4.23,0,0
241,Gouyave,GD,2022-03-26 00:24:06,12.1646,-61.7296,Clouds,scattered clouds,77.94,78,30,19.39,0,0
242,Kargasok,RU,2022-03-26 00:24:06,59.0556,80.8572,Clouds,overcast clouds,17.08,85,100,18.39,0,0
243,Grand Gaube,MU,2022-03-26 00:24:07,-20.0064,57.6608,Clear,clear sky,77.38,87,4,11.25,0,0
244,Mangaratiba,BR,2022-03-26 00:23:08,-22.9597,-44.0406,Clouds,broken clouds,78.03,81,77,2.68,0,0
245,Vagur,FO,2022-03-26 00:24:08,61.4732,-6.8119,Clouds,overcast clouds,45.46,96,100,8.59,0,0
246,Rouvroy,FR,2022-03-26 00:24:08,50.3925,2.904,Clear,clear sky,48.07,67,3,7.96,0,0
247,Kaitangata,NZ,2022-03-26 00:24:08,-46.2817,169.8464,Clouds,broken clouds,62.74,68,79,6.8,0,0
248,Grindavik,IS,2022-03-26 00:24:09,63.8424,-22.4338,Drizzle,drizzle,43.27,100,100,25.32,0,0
249,Sioux Lookout,CA,2022-03-26 00:24:09,50.1001,-91.917,Clouds,overcast clouds,17.67,86,100,13.8,0,0
250,Vao,NC,2022-03-26 00:24:10,-22.6667,167.4833,Clouds,broken clouds,77.31,66,82,13.44,0,0
251,Katsuura,JP,2022-03-26 00:24:10,35.1333,140.3,Clouds,overcast clouds,61.34,79,100,24.0,0,0
252,Cayenne,GF,2022-03-26 00:24:11,4.9333,-52.3333,Clouds,broken clouds,81.09,1,75,13.8,0,0
253,Phetchabun,TH,2022-03-26 00:24:11,16.25,101.0833,Clouds,scattered clouds,75.47,72,44,2.35,0,0
254,Nikolayevsk-Na-Amure,RU,2022-03-26 00:24:12,53.1406,140.73,Clouds,broken clouds,27.95,96,81,1.21,0,0
255,Mao,ES,2022-03-26 00:24:12,39.8885,4.2658,Rain,light rain,55.96,88,100,19.57,0,0
256,Pacific Grove,US,2022-03-26 00:24:13,36.6177,-121.9166,Clear,clear sky,69.55,78,0,10.36,0,0
257,Kutum,SD,2022-03-26 00:24:13,14.2,24.6667,Clouds,scattered clouds,60.22,16,43,13.13,0,0
258,San Ramon,US,2022-03-26 00:23:48,37.7799,-121.978,Clear,clear sky,77.52,47,0,12.66,0,0
259,Kenai,US,2022-03-26 00:24:14,60.5544,-151.2583,Clouds,broken clouds,45.03,55,75,12.66,0,0
260,Provideniya,RU,2022-03-26 00:24:14,64.3833,-173.3,Clouds,scattered clouds,16.48,78,38,3.31,0,0
261,Noyabrsk,RU,2022-03-26 00:24:14,63.1994,75.4507,Snow,light snow,8.74,92,100,35.75,0,0
262,Burnie,AU,2022-03-26 00:24:15,-41.0667,145.9167,Clouds,scattered clouds,63.73,74,35,6.98,0,0
263,Yulara,AU,2022-03-26 00:24:15,-25.2406,130.9889,Clear,clear sky,76.84,31,0,18.41,0,0
264,Port Lincoln,AU,2022-03-26 00:24:15,-34.7333,135.8667,Clear,clear sky,66.52,67,0,12.55,0,0
265,Vallenar,CL,2022-03-26 00:24:16,-28.5708,-70.7581,Clear,clear sky,66.74,61,0,3.22,0,0
266,Aripuana,BR,2022-03-26 00:24:16,-9.1667,-60.6333,Clouds,broken clouds,74.73,96,59,0.72,0,0
267,Rosario,AR,2022-03-26 00:24:17,-32.9468,-60.6393,Clouds,few clouds,63.07,82,20,14.97,0,0
268,Aguimes,ES,2022-03-26 00:24:17,27.9054,-15.4461,Clouds,few clouds,58.66,67,20,5.75,0,0
269,Ugoofaaru,MV,2022-03-26 00:24:17,5.6667,73.0,Clear,clear sky,81.36,65,5,5.37,0,0
270,Svetlogorsk,BY,2022-03-26 00:24:18,52.6333,29.7333,Clouds,scattered clouds,40.6,78,25,10.11,0,0
271,Cabedelo,BR,2022-03-26 00:24:18,-6.9811,-34.8339,Rain,moderate rain,77.67,82,98,9.91,0,0
272,Luganville,VU,2022-03-26 00:24:19,-15.5333,167.1667,Clouds,broken clouds,86.0,68,79,3.98,0,0
273,Tondano,ID,2022-03-26 00:24:19,1.3038,124.9112,Clouds,overcast clouds,77.09,72,100,2.53,0,0
274,Catabola,AO,2022-03-26 00:24:19,-12.15,17.2833,Rain,light rain,61.16,90,58,3.13,0,0
275,Roald,NO,2022-03-26 00:24:20,62.5833,6.1333,Clouds,few clouds,42.75,81,20,4.61,0,0
276,Presidencia Roque Saenz Pena,AR,2022-03-26 00:20:50,-26.7852,-60.4388,Clear,clear sky,62.74,57,0,3.98,0,0
277,Gonda,IN,2022-03-26 00:22:18,27.1333,81.9333,Clear,clear sky,69.58,18,0,8.03,0,0
278,Sao Filipe,CV,2022-03-26 00:24:20,14.8961,-24.4956,Clouds,few clouds,70.65,73,20,10.27,0,0
279,Pangody,RU,2022-03-26 00:24:21,65.85,74.4859,Clouds,overcast clouds,7.61,93,100,24.05,0,0
280,Arraial Do Cabo,BR,2022-03-26 00:24:21,-22.9661,-42.0278,Clear,clear sky,76.96,94,0,11.5,0,0
281,Valparaiso,CL,2022-03-26 00:23:24,-33.0393,-71.6273,Clear,clear sky,61.48,75,0,2.91,0,0
282,Abu Zabad,SD,2022-03-26 00:24:22,12.35,29.25,Clear,clear sky,67.03,12,3,17.65,0,0
283,Norman Wells,CA,2022-03-26 00:24:22,65.282,-126.8329,Clouds,scattered clouds,12.24,57,40,21.85,0,0
284,Guane,CU,2022-03-26 00:24:23,22.2025,-84.0875,Clouds,overcast clouds,71.37,68,99,12.59,0,0
285,Komarikhinskiy,RU,2022-03-26 00:24:23,58.0979,57.1163,Clouds,scattered clouds,10.56,96,30,2.77,0,0
286,Bathsheba,BB,2022-03-26 00:24:24,13.2167,-59.5167,Clouds,scattered clouds,79.41,69,40,19.57,0,0
287,Saint-Denis,FR,2022-03-26 00:24:24,48.9167,2.3333,Clear,clear sky,53.38,54,0,11.5,0,0
288,Makakilo City,US,2022-03-26 00:24:24,21.3469,-158.0858,Clouds,broken clouds,77.32,65,75,16.11,0,0
289,Galle,LK,2022-03-26 00:24:25,6.0367,80.217,Clear,clear sky,76.73,85,4,2.59,0,0
290,Filadelfia,US,2022-03-26 00:22:38,39.9523,-75.1638,Clouds,overcast clouds,55.06,52,100,8.05,0,0
291,Horn,DE,2022-03-26 00:24:25,51.8715,8.9451,Clear,clear sky,43.05,74,0,2.42,0,0
292,Touros,BR,2022-03-26 00:22:44,-5.1989,-35.4608,Rain,moderate rain,81.01,80,95,13.65,0,0
293,Vila Do Maio,CV,2022-03-26 00:24:26,15.1333,-23.2167,Clouds,scattered clouds,66.99,76,49,11.39,0,0
294,Raudeberg,NO,2022-03-26 00:24:26,61.9875,5.1352,Clouds,overcast clouds,38.07,76,100,14.29,0,0
295,Tabuk,PH,2022-03-26 00:24:26,17.4189,121.4443,Clear,clear sky,78.75,76,4,2.04,0,0
296,Mokhsogollokh,RU,2022-03-26 00:24:27,61.4681,128.9203,Clouds,overcast clouds,12.52,96,100,1.52,0,0
297,Canutama,BR,2022-03-26 00:24:27,-6.5339,-64.3831,Clouds,overcast clouds,75.6,96,90,2.01,0,0
298,Jaciara,BR,2022-03-26 00:24:28,-15.9653,-54.9683,Rain,moderate rain,72.99,95,100,3.15,0,0
299,Okhotsk,RU,2022-03-26 00:24:28,59.3833,143.3,Clouds,scattered clouds,10.76,73,39,13.67,0,0
300,Luanda,AO,2022-03-26 00:20:54,-8.8368,13.2343,Clouds,overcast clouds,79.3,84,97,2.33,0,0
301,Suluq,LY,2022-03-26 00:24:29,31.6682,20.2521,Clear,clear sky,53.38,64,0,5.64,0,0
302,Faya,SA,2022-03-26 00:24:29,18.3851,42.4509,Clear,clear sky,57.31,47,1,1.66,0,0
303,Cabo San Lucas,MX,2022-03-26 00:21:24,22.8909,-109.9124,Clouds,broken clouds,82.62,51,83,3.0,0,0
304,Klaksvik,FO,2022-03-26 00:24:30,62.2266,-6.589,Clouds,overcast clouds,40.12,92,100,19.24,0,0
305,East London,ZA,2022-03-26 00:24:30,-33.0153,27.9116,Rain,light rain,64.0,88,82,1.7,0,0
306,Praia,CV,2022-03-26 00:23:04,14.9215,-23.5087,Clear,clear sky,66.74,72,0,9.22,0,0
307,Camana,PE,2022-03-26 00:24:31,-16.6228,-72.7111,Clouds,few clouds,70.92,80,15,5.77,0,0
308,Price,US,2022-03-26 00:21:52,39.5994,-110.8107,Clear,clear sky,71.11,14,0,5.75,0,0
309,Bayshore Gardens,US,2022-03-26 00:24:31,27.4253,-82.5904,Clear,clear sky,69.98,59,0,11.5,0,0
310,Llangefni,GB,2022-03-26 00:24:32,53.2556,-4.3106,Clear,clear sky,49.12,81,1,4.61,0,0
311,Nivala,FI,2022-03-26 00:23:10,63.9167,24.9667,Snow,light snow,29.68,96,100,10.22,0,0
312,Joshimath,IN,2022-03-26 00:24:32,30.5667,79.5667,Clear,clear sky,46.83,46,6,10.31,0,0
313,Pedernales,DO,2022-03-26 00:24:33,18.0384,-71.744,Clouds,broken clouds,78.46,71,78,13.04,0,0
314,Ambilobe,MG,2022-03-26 00:24:37,-13.2,49.05,Rain,light rain,74.88,94,82,2.55,0,0
315,San Isidro,PE,2022-03-26 00:24:37,-12.1167,-77.05,Clear,clear sky,70.5,72,0,5.75,0,0
316,Esperance,AU,2022-03-26 00:24:38,-33.8667,121.9,Clouds,overcast clouds,71.44,60,100,15.14,0,0
317,Barcelos,PT,2022-03-26 00:24:38,41.5388,-8.6151,Clouds,overcast clouds,58.91,86,92,4.25,0,0
318,Nome,US,2022-03-26 00:24:38,64.5011,-165.4064,Clear,clear sky,24.87,74,0,8.05,0,0
319,Khandyga,RU,2022-03-26 00:24:39,62.6667,135.6,Clouds,broken clouds,5.88,91,83,1.68,0,0
320,Barzas,RU,2022-03-26 00:24:39,55.7167,86.3167,Snow,light snow,25.72,92,100,16.69,0,0
321,Lanas,PH,2022-03-26 00:24:39,12.0495,121.9185,Clouds,few clouds,83.1,74,12,17.54,0,0
322,Bend,US,2022-03-26 00:24:40,44.0582,-121.3153,Clear,clear sky,68.14,30,0,9.22,0,0
323,Alyangula,AU,2022-03-26 00:24:40,-13.8483,136.4192,Clouds,broken clouds,85.87,62,66,10.36,0,0
324,Kurchum,KZ,2022-03-26 00:24:41,48.5722,83.6542,Clear,clear sky,12.78,80,3,4.47,0,0
325,Victor Harbor,AU,2022-03-26 00:24:41,-35.5667,138.6167,Clear,clear sky,64.0,75,0,7.14,0,0
326,Atambua,ID,2022-03-26 00:24:41,-9.1061,124.8925,Clouds,scattered clouds,77.81,80,29,0.98,0,0
327,Mananjary,MG,2022-03-26 00:24:42,-21.2167,48.3333,Rain,light rain,76.01,93,9,5.77,0,0
328,Avera,US,2022-03-26 00:24:42,33.194,-82.5271,Clouds,few clouds,58.51,53,23,13.89,0,0
329,Te Anau,NZ,2022-03-26 00:24:43,-45.4167,167.7167,Clouds,scattered clouds,64.24,60,39,1.03,0,0
330,College,US,2022-03-26 00:24:43,64.8569,-147.8028,Clouds,broken clouds,43.12,39,75,5.75,0,0
331,Yambio,SS,2022-03-26 00:24:43,4.5721,28.3955,Clouds,scattered clouds,68.22,73,35,4.79,0,0
332,Neiafu,TO,2022-03-26 00:24:44,-18.65,-173.9833,Clouds,overcast clouds,79.48,94,100,4.61,0,0
333,Susangerd,IR,2022-03-26 00:24:44,31.5608,48.1831,Clear,clear sky,58.66,28,0,8.7,0,0
334,Yar-Sale,RU,2022-03-26 00:24:45,66.8333,70.8333,Clouds,broken clouds,-4.76,96,71,11.25,0,0
335,Port-Cartier,CA,2022-03-26 00:24:45,50.0334,-66.8654,Snow,snow,26.82,96,100,23.98,0,0
336,Kupino,RU,2022-03-26 00:24:45,54.3663,77.2981,Snow,light snow,23.95,86,100,16.46,0,0
337,Talara,PE,2022-03-26 00:24:46,-4.5772,-81.2719,Clouds,scattered clouds,72.59,79,50,13.15,0,0
338,General Roca,AR,2022-03-26 00:24:46,-39.0333,-67.5833,Clear,clear sky,64.92,27,8,7.9,0,0
339,Mustasaari,FI,2022-03-26 00:24:47,63.1142,21.6822,Clear,clear sky,35.55,75,0,11.5,0,0
340,Ngaoundere,CM,2022-03-26 00:24:47,7.3167,13.5833,Clouds,overcast clouds,71.64,27,100,3.04,0,0
341,Carutapera,BR,2022-03-26 00:24:47,-1.195,-46.02,Clouds,overcast clouds,76.03,92,93,5.57,0,0
342,Ouesso,CG,2022-03-26 00:24:48,1.6136,16.0517,Clouds,scattered clouds,70.84,86,29,1.83,0,0
343,Bose,IT,2022-03-26 00:24:48,45.4612,8.0137,Clear,clear sky,51.3,37,0,4.43,0,0
344,Kushiro,JP,2022-03-26 00:24:49,42.975,144.3747,Clouds,broken clouds,38.35,93,75,5.75,0,0
345,Erdenet,MN,2022-03-26 00:24:49,49.0333,104.0833,Clear,clear sky,16.16,54,1,5.03,0,0
346,Sibu,MY,2022-03-26 00:24:50,2.3,111.8167,Clouds,scattered clouds,73.71,100,40,3.44,0,0
347,Boa Vista,BR,2022-03-26 00:24:50,2.8197,-60.6733,Clouds,broken clouds,78.78,89,75,4.61,0,0
348,Fairbanks,US,2022-03-26 00:20:23,64.8378,-147.7164,Clouds,broken clouds,44.94,39,75,5.75,0,0
349,Gizo,SB,2022-03-26 00:24:51,-8.103,156.8419,Rain,moderate rain,83.93,70,77,3.33,0,0
350,Filingue,NE,2022-03-26 00:24:51,14.3521,3.3168,Clear,clear sky,83.1,13,5,11.72,0,0
351,Carangola,BR,2022-03-26 00:24:51,-20.7331,-42.0294,Clouds,broken clouds,70.38,94,72,4.16,0,0
352,Ayia Trias,GR,2022-03-26 00:24:52,38.35,22.9167,Clear,clear sky,49.12,64,0,2.13,0,0
353,Bengkulu,ID,2022-03-26 00:24:52,-3.8004,102.2655,Clouds,scattered clouds,76.73,82,36,4.07,0,0
354,Vanimo,PG,2022-03-26 00:24:52,-2.6741,141.3028,Clouds,overcast clouds,80.64,81,100,3.51,0,0
355,Lensk,RU,2022-03-26 00:24:53,60.7253,114.9278,Clouds,overcast clouds,15.82,91,100,1.23,0,0
356,Meulaboh,ID,2022-03-26 00:24:53,4.1363,96.1285,Clouds,broken clouds,76.05,91,52,4.52,0,0
357,Marga,RO,2022-03-26 00:24:54,45.5,22.5167,Clouds,scattered clouds,38.8,70,27,3.74,0,0
358,Longyearbyen,SJ,2022-03-26 00:20:03,78.2186,15.6401,Clouds,few clouds,-0.56,78,20,2.3,0,0
359,Socorro,US,2022-03-26 00:24:54,31.6546,-106.3033,Clouds,scattered clouds,81.61,8,40,3.44,0,0
360,Columbus,US,2022-03-26 00:24:55,39.9612,-82.9988,Clouds,overcast clouds,43.65,87,100,19.57,0,0
361,Ardakan,IR,2022-03-26 00:24:55,32.31,54.0175,Clear,clear sky,62.65,15,0,17.65,0,0
362,Kalmunai,LK,2022-03-26 00:24:55,7.4167,81.8167,Clear,clear sky,76.64,86,8,6.76,0,0
363,Concordia,AR,2022-03-26 00:24:56,-31.393,-58.0209,Clouds,overcast clouds,62.78,84,90,5.99,0,0
364,Saint-Pierre,RE,2022-03-26 00:24:56,-21.3393,55.4781,Clear,clear sky,74.28,78,0,4.61,0,0
365,Bilibino,RU,2022-03-26 00:24:57,68.0546,166.4372,Clouds,overcast clouds,5.36,89,100,7.38,0,0
366,Ostrovnoy,RU,2022-03-26 00:21:10,68.0531,39.5131,Snow,light snow,23.0,93,100,17.4,0,0
367,San Cristobal,VE,2022-03-26 00:24:57,7.7669,-72.225,Clouds,overcast clouds,75.38,70,91,3.11,0,0
368,Nerchinskiy Zavod,RU,2022-03-26 00:24:58,51.3088,119.61,Clouds,overcast clouds,21.43,91,99,3.31,0,0
369,Tessalit,ML,2022-03-26 00:24:58,20.1986,1.0114,Clouds,overcast clouds,87.51,12,95,8.41,0,0
370,Pata,PH,2022-03-26 00:24:59,17.7152,121.5018,Clear,clear sky,79.25,76,1,2.68,0,0
371,Niederkassel,DE,2022-03-26 00:24:59,50.8167,7.0333,Clear,clear sky,50.97,60,0,1.14,0,0
372,Buluang,PH,2022-03-26 00:24:59,13.3068,123.3425,Clouds,few clouds,82.45,75,13,2.93,0,0
373,Bom Jesus,BR,2022-03-26 00:25:00,-9.0744,-44.3586,Clouds,scattered clouds,79.36,57,43,2.19,0,0
374,Daska,PK,2022-03-26 00:25:00,32.3243,74.3497,Clear,clear sky,62.58,36,0,5.48,0,0
375,Monrovia,LR,2022-03-26 00:21:11,6.3005,-10.7969,Rain,moderate rain,78.57,86,44,6.62,0,0
376,Vidim,RU,2022-03-26 00:25:01,56.4088,103.1106,Clouds,overcast clouds,11.88,99,99,3.8,0,0
377,Gouria,GR,2022-03-26 00:25:01,38.4667,21.2667,Clear,clear sky,41.05,80,1,4.23,0,0
378,Alice Springs,AU,2022-03-26 00:24:27,-23.7,133.8833,Clouds,broken clouds,74.75,32,75,14.97,0,0
379,Mocuba,MZ,2022-03-26 00:25:01,-16.8392,36.9856,Clouds,scattered clouds,72.01,98,36,3.22,0,0
380,Clifton Springs,AU,2022-03-26 00:25:02,-38.15,144.5667,Clouds,scattered clouds,66.94,72,40,6.91,0,0
381,Peterhead,GB,2022-03-26 00:25:03,57.5058,-1.7981,Clouds,scattered clouds,43.2,82,46,2.15,0,0
382,Coro,VE,2022-03-26 00:25:04,11.4045,-69.6734,Clouds,broken clouds,78.01,81,63,19.89,0,0
383,Deep River,CA,2022-03-26 00:25:08,46.1001,-77.4995,Clouds,overcast clouds,38.95,98,100,5.79,0,0
384,Shache,CN,2022-03-26 00:25:08,38.4167,77.2406,Clear,clear sky,44.35,55,3,0.94,0,0
385,Yunhe,CN,2022-03-26 00:25:09,34.0833,119.7167,Clouds,overcast clouds,49.96,67,98,14.18,0,0
386,San Juan Evangelista,MX,2022-03-26 00:25:09,17.9,-95.1333,Clouds,overcast clouds,75.29,44,98,11.77,0,0
387,Flinders,AU,2022-03-26 00:25:09,-34.5833,150.8552,Rain,light rain,73.38,79,69,4.0,0,0
388,Warrnambool,AU,2022-03-26 00:25:10,-38.3833,142.4833,Clear,clear sky,68.81,73,6,4.88,0,0
389,Porbandar,IN,2022-03-26 00:25:10,21.6422,69.6093,Clear,clear sky,77.77,60,8,6.33,0,0
390,Tolentino,IT,2022-03-26 00:25:10,43.2126,13.2901,Clouds,broken clouds,52.75,63,69,4.09,0,0
391,Shingu,JP,2022-03-26 00:25:11,33.7333,135.9833,Rain,moderate rain,61.88,86,100,12.77,0,0
392,Grimstad,NO,2022-03-26 00:25:11,58.3405,8.5934,Clouds,overcast clouds,48.11,74,100,16.46,0,0
393,Edgewater,US,2022-03-26 00:25:02,28.9889,-80.9023,Clouds,few clouds,69.82,49,20,14.97,0,0
394,Balakhta,RU,2022-03-26 00:25:12,55.38,91.6,Clouds,overcast clouds,21.09,84,100,9.06,0,0
395,Sebinkarahisar,TR,2022-03-26 00:25:12,40.2883,38.4236,Clouds,broken clouds,19.65,78,56,4.76,0,0
396,Cravo Norte,CO,2022-03-26 00:25:12,6.3017,-70.2041,Clouds,overcast clouds,88.18,45,94,6.76,0,0
397,Fort Saint James,CA,2022-03-26 00:25:13,54.4333,-124.25,Clouds,overcast clouds,38.68,66,100,1.74,0,0
398,Puno,PE,2022-03-26 00:23:37,-15.8333,-70.0333,Clouds,broken clouds,48.47,82,57,5.66,0,0
399,Menongue,AO,2022-03-26 00:21:14,-14.6585,17.691,Clouds,broken clouds,62.31,90,65,0.31,0,0
400,Port Augusta,AU,2022-03-26 00:25:14,-32.5,137.7667,Clear,clear sky,70.97,32,0,6.49,0,0
401,Ontario,US,2022-03-26 00:21:08,34.0633,-117.6509,Clouds,broken clouds,90.88,33,75,17.27,0,0
402,Ancud,CL,2022-03-26 00:25:14,-41.8697,-73.8203,Clouds,overcast clouds,58.23,90,100,0.98,0,0
403,Turayf,SA,2022-03-26 00:25:15,31.6725,38.6637,Clear,clear sky,35.85,100,0,4.61,0,0
404,Vila Velha,BR,2022-03-26 00:25:15,-20.3297,-40.2925,Clouds,few clouds,78.94,88,20,7.0,0,0
405,San Quintin,MX,2022-03-26 00:25:15,30.4833,-115.95,Clouds,broken clouds,67.59,65,65,14.0,0,0
406,Hamilton,US,2022-03-26 00:25:16,39.1834,-84.5333,Clouds,overcast clouds,44.6,85,100,13.8,0,0
407,Agadir,MA,2022-03-26 00:25:16,30.4202,-9.5982,Clear,clear sky,55.85,79,1,1.1,0,0
408,Asau,RO,2022-03-26 00:25:17,46.4333,26.4,Clear,clear sky,23.92,78,7,5.12,0,0
409,Geraldton,AU,2022-03-26 00:25:17,-28.7667,114.6,Rain,light rain,79.21,78,75,14.97,0,0
410,Sept-Iles,CA,2022-03-26 00:22:54,50.2001,-66.3821,Snow,snow,27.12,96,100,14.97,0,0
411,Lorengau,PG,2022-03-26 00:25:17,-2.0226,147.2712,Clouds,overcast clouds,84.61,70,100,9.86,0,0
412,Lagoa,PT,2022-03-26 00:25:18,39.05,-27.9833,Clouds,overcast clouds,59.76,88,100,32.88,0,0
413,Ca Mau,VN,2022-03-26 00:25:18,9.1769,105.15,Clear,clear sky,81.25,77,0,3.83,0,0
414,Pathein,MM,2022-03-26 00:25:19,16.7833,94.7333,Clear,clear sky,74.01,85,7,5.48,0,0
415,Zhigalovo,RU,2022-03-26 00:25:19,54.8097,105.1578,Snow,light snow,20.66,95,100,3.94,0,0
416,Veraval,IN,2022-03-26 00:25:19,20.9,70.3667,Clouds,broken clouds,76.39,74,72,7.76,0,0
417,Encruzilhada Do Sul,BR,2022-03-26 00:25:20,-30.5439,-52.5219,Clear,clear sky,56.3,73,0,6.44,0,0
418,Alta Floresta,BR,2022-03-26 00:25:20,-9.8756,-56.0861,Clouds,broken clouds,73.4,96,83,1.88,0,0
419,Batticaloa,LK,2022-03-26 00:25:21,7.7102,81.6924,Clear,clear sky,77.14,86,1,7.18,0,0
420,Hvide Sande,DK,2022-03-26 00:25:21,56.0045,8.1294,Clouds,few clouds,45.09,87,18,18.57,0,0
421,Kaifeng,CN,2022-03-26 00:25:21,34.7911,114.3483,Clouds,overcast clouds,49.37,64,95,4.36,0,0
422,Bulgan,MN,2022-03-26 00:25:22,48.8125,103.5347,Clear,clear sky,15.76,64,3,5.19,0,0
423,Tocopilla,CL,2022-03-26 00:25:22,-22.092,-70.1979,Clouds,few clouds,68.16,70,19,6.8,0,0
424,Ferreira Do Alentejo,PT,2022-03-26 00:25:23,38.05,-8.0333,Clouds,few clouds,51.39,93,20,1.14,0,0
425,At-Bashi,KG,2022-03-26 00:25:23,41.1702,75.8106,Clouds,overcast clouds,26.6,63,85,5.64,0,0
426,Silver City,US,2022-03-26 00:25:24,32.7701,-108.2803,Clear,clear sky,72.03,11,0,6.91,0,0
427,Grand-Lahou,CI,2022-03-26 00:25:24,5.1367,-5.0242,Clouds,broken clouds,79.41,90,66,6.93,0,0
428,Ambon,ID,2022-03-26 00:25:24,-3.6954,128.1814,Clouds,few clouds,86.14,74,20,3.44,0,0
429,Namie,JP,2022-03-26 00:25:25,37.4833,141.0,Rain,moderate rain,60.71,83,100,16.91,0,0
430,Cockburn Town,TC,2022-03-26 00:25:25,21.4612,-71.1419,Clouds,broken clouds,78.17,72,56,19.08,0,0
431,Voh,NC,2022-03-26 00:25:25,-20.9667,164.7,Clouds,broken clouds,83.35,69,83,3.8,0,0
432,Lashio,MM,2022-03-26 00:25:26,22.9333,97.75,Clouds,scattered clouds,63.54,59,45,0.92,0,0
433,Thunder Bay,CA,2022-03-26 00:22:05,48.4001,-89.3168,Clouds,broken clouds,32.29,72,75,20.71,0,0
434,Williamsburg,US,2022-03-26 00:24:55,37.2707,-76.7075,Clear,clear sky,59.77,61,0,4.61,0,0
435,Awjilah,LY,2022-03-26 00:25:27,29.1081,21.2869,Clear,clear sky,54.59,34,0,0.16,0,0
436,Sapele,NG,2022-03-26 00:25:27,5.8941,5.6767,Clouds,overcast clouds,79.54,85,99,2.95,0,0
437,Jurado,CO,2022-03-26 00:25:27,7.1053,-77.7641,Clouds,broken clouds,78.06,84,82,0.4,0,0
438,Senador Jose Porfirio,BR,2022-03-26 00:25:28,-2.5908,-51.9542,Clouds,broken clouds,75.74,91,84,2.57,0,0
439,Qingdao,CN,2022-03-26 00:21:35,36.0986,120.3719,Clear,clear sky,46.0,66,0,13.42,0,0
440,Aitape,PG,2022-03-26 00:25:28,-3.1374,142.3475,Clouds,overcast clouds,81.0,80,100,3.89,0,0
441,Luangwa,ZM,2022-03-26 00:25:29,-15.6167,30.4167,Clouds,few clouds,74.23,84,11,0.65,0,0
442,Luena,AO,2022-03-26 00:25:29,-11.7833,19.9167,Clouds,overcast clouds,66.42,85,100,2.95,0,0
443,Kampot,KH,2022-03-26 00:25:29,10.6167,104.1833,Clear,clear sky,78.85,80,10,1.88,0,0
444,Buala,SB,2022-03-26 00:25:30,-8.145,159.5921,Rain,moderate rain,79.16,87,100,7.02,0,0
445,Ust-Ishim,RU,2022-03-26 00:25:30,57.6935,71.1665,Clouds,overcast clouds,12.7,88,100,10.13,0,0
446,Tricase,IT,2022-03-26 00:25:31,39.9304,18.3553,Clouds,few clouds,36.75,56,21,3.98,0,0
447,Aswan,EG,2022-03-26 00:25:31,24.0934,32.907,Clear,clear sky,56.21,36,0,10.92,0,0
448,Hasaki,JP,2022-03-26 00:25:31,35.7333,140.8333,Rain,light rain,61.29,76,100,26.78,0,0
